공고명,지원대상,주관기관,사업유형,신청기간,등록일자,해시태그,url,공고번호
[서울] 2025년 AI 전환(AX) 지원 사업 참여 컨소시엄 모집 공고,중소기업,서울특별시,유관기관지원사업,2025-07-24 ~ 2025-08-13,2025-07-25T13:14:31,"['금융', '기술', '창업', '경영', '서울', '사전검증', '중견ㆍ중소기업', 'AX', '서울AI허브', '2025', '기술도입', 'PoC', '자문', '산학연', '서울특별시', 'AI', '스타트업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112809,
[인천] 2025년 하반기 소상공인시장진흥자금 융자 계획 공고,소상공인,인천광역시,유관기관지원사업,예산 소진시까지,2025-07-25T11:17:15,"['금융', '인천', '소상공인시장진흥자금', '2025', '점포시설개선', '신한은행', '신용보증재단', '운영자금', '인천신용보증재단', '인천광역시', '융자', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112806,
[경남] 2025년 특화개발지원사업(방산 스타트업 인큐베이팅 시범사업) 참여기업 모집 공고,중소기업,경상남도,유관기관지원사업,2025-07-23 ~ 2025-08-21,2025-07-25T11:14:34,"['금융', '기술', '창업', '경영', '경남', '경남창원방산혁신클러스터', '특화개발지원사업', '2025', '시범사업', '방산', '인큐베이팅', '경남테크노파크', '경상남도', '스타트업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112805,
[대구] 남구 2025년 소상공인 경영안정자금 지원 사업 공고,소상공인,대구광역시,유관기관지원사업,예산 소진시까지,2025-07-25T11:07:31,"['금융', '경영', '대구', '이자지원', '2025', '대구신용보증재단', '운영자금', '경영안정자금', '남구', '대구광역시', '대출', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112802,
2025년 2차 판로확대 지원 판판셀러(쇼핑몰 통합관리시스템) 소상공인 모집 공고,중소기업,중소벤처기업부,유관기관지원사업,2025-07-24 ~ 2025-08-17,2025-07-25T10:50:21,"['내수', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '마케팅바우처', '종합몰', '통합관리', '소셜커머스', '판판셀러', '상품연계', '2025', '중소상공인희망재단', '오픈마켓', '중기업', '중소기업유통센터', '온라인쇼핑몰', '중소벤처기업부', '소기업', '교육', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112780,
[대구] 동구 청년 창업기업 사무실 임차료 지원사업 참여자 추가 모집 공고,창업벤처,대구광역시,유관기관지원사업,2025-07-25 ~ 2025-08-14,2025-07-25T10:16:33,"['창업', '대구', '동구청년센터the꿈', '운수업', '2025', '청년창업자', '임차료', '동구', '사무실', '광업', '건설업', '대구광역시', '창업기업', '청년', '제조업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112758,
[광주] 남구 2기 백운광장 도시재생 (청년 MEET 창업) 지원 참여자 모집 공고,창업벤처,광주광역시,유관기관지원사업,2025-07-23 ~ 2025-08-17,2025-07-25T10:07:40,"['금융', '인력', '창업', '경영', '광주', '백운광장', '2025', '뉴딜사업', '법인설립', '창업아이디어', '도시재생', '예비창업팀', '창업생태계', '활성화', '역량', '개인사업자', '남구', '예비창업자', '사업화', '기초자치단체', '광주광역시', '창업기업', '청년']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112776,
[광주] 남구 영세 임차 소상공인 카드수수료 지원사업 공고,소상공인,광주광역시,유관기관지원사업,예산 소진시까지,2025-07-25T10:05:26,"['금융', '경영', '광주', '2025', '기초자치단체', '광주광역시', '소상공인', '경영안정', '경영부담완화', '남구', '영세', '임차', '카드수수료']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112775,
[인천] 동구 영세 소상공인 경영회복지원금 신청기간 연장 공고,소상공인,인천광역시,유관기관지원사업,2025-07-01 ~ 2025-09-30,2025-07-25T09:57:16,"['금융', '인천', '생활업종', '경영회복지원금', '영세소상공인', '2025', '동구', '기초자치단체', '인천광역시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112773,
[대전] 중구 2025년 배달음식점 조리장 등 환경개선비 지원사업 재공고,소상공인,대전광역시,유관기관지원사업,2025-06-23 ~ 2025-10-31,2025-07-25T09:36:09,"['인력', '경영', '대전', '배달음식점', '조리장', '환경개선비', '2025', '위생환경', '환기시설', '중구', '휴게음식점', '일반음식점', '기초자치단체', '대전광역시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112754,
[울산] 2025년 제2차 소상공인 자금 특례보증 지원 사업 공고,소상공인,울산광역시,유관기관지원사업,2025-07-24 ~ 2025-08-12,2025-07-25T09:30:03,"['금융', '울산', '이자차액보전금', '신규대출', '2025', '대환대출', '울주군', '울산신용보증재단', '특례보증', '울산광역시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112753,
[강원] 동해시 2025년 2차 창업보육센터 입주기업 경쟁력강화 지원사업 공고,창업벤처,강원특별자치도,유관기관지원사업,2025-07-28 ~ 2025-08-11,2025-07-25T09:25:02,"['금융', '기술', '내수', '창업', '경영', '강원', '강원특별자치도', '2025', 'CI', '홍보비', '사업자', 'BI', '창업보육센터', '시험', '입주기업', '포장디자인', '사업화', '지식재산권', '기초자치단체', '시제품제작', '창업기업', '전시회', '박람회', '인증', '마케팅']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112766,
유망 스타트업 투자ㆍ육성 지원 프로그램 이루다+ 참여기업 모집 공고,창업벤처,경기도,유관기관지원사업,2025-07-23 ~ 2025-08-10,2025-07-25T09:07:40,"['기술', '창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '2025', 'BM고도화', '창업초기기업', '기술사업화', '스케일업', '예비창업자', '경기도경제과학진흥원', '창업기업', '경기도', 'IR', '멘토링', '교육']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112763,
[경기] 2025년 수출기업인의 날 표창 공고,중소기업,경기도,유관기관지원사업,2025-07-01 ~ 2025-09-05,2025-07-24T14:39:16,"['경영', '경기', '2025', '수출기업인의날', '수출중소기업', '수출증진', '임직원', '표창', '해외시장개척', '경기도수출기업협회', '경기도', '해외시장']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112748,
[대구] 2025년 하반기 사회적경제 창업 인큐베이팅 사업 ESG 스타트업 캠퍼스 (예비)창업팀 모집 공고,사회적기업,대구광역시,유관기관지원사업,2025-07-23 ~ 2025-08-13,2025-07-24T14:13:41,"['창업', '경영', '대구', '스타트업캠퍼스', '베이팅사업', '대구광역시사회적경제지원센터', '2025', '전환', '예비창업팀', '창업교육', '사회적경제기업', '대구광역시', '컨설팅', '마을기업', '협동조합']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112737,
2025년 공공데이터ㆍAI 활용기업 맞춤형 지원 사업 참여기업 모집 공고,중소기업,행정안전부,유관기관지원사업,2025-07-23 ~ 2025-08-14,2025-07-24T13:33:18,"['기술', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', 'AI활용기업', '데이터품질확보', '서비스구현', '2025', '공공데이터', '행정안전부', '한국지능정보사회진흥원', '서비스기획', '예비창업자', '컨설팅', 'AI']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112730,
[강원] 속초시 2025년 제2차 생애 첫 창업지원금 지원 사업 공고,창업벤처,강원특별자치도,유관기관지원사업,예산 소진시까지,2025-07-24T10:59:48,"['금융', '창업', '강원', '강원특별자치도', '2025', '시설비', '재료', '창업지원금', '속초시', '홍보', '기초자치단체', '초기창업', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112725,
2025년 2차 민관협력 오픈이노베이션 지원사업 수요기반형(On-Demand) 수요기업 및 스타트업 모집 공고,창업벤처,중소벤처기업부,유관기관지원사업,2025-07-24 ~ 2025-08-18,2025-07-24T10:50:26,"['창업', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '중재형매칭', '시장주도매칭', '수요기반형', '2025', '협업', '민관협력', '오픈이노베이션', '예비창업자', '대구창조경제혁신센터', '창업기업', '중소벤처기업부', '창업진흥원', '스타트업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112712,
[강원] 홍천군 2025년 생계형 1인 자영업자 사회보험료 지원 공고,소상공인,강원특별자치도,유관기관지원사업,차수별 상이,2025-07-24T10:49:53,"['금융', '경영', '강원', '생계형', '안정적', '강원특별자치도', '2025', '산재보험', '고용보험', '국민연금', '경영활동', '사회안전망', '1인', '자영업자', '사회보험료', '기초자치단체']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112722,
[강원] 평창군 2025년 소상공인 카드수수료 지원사업 공고,소상공인,강원특별자치도,유관기관지원사업,예산 소진시까지,2025-07-24T10:21:18,"['금융', '경영', '강원', '카드매출액', '강원특별자치도', '2025', '사업체', '카드수수료', '평창군', '기초자치단체', '소기업', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112696,
동반성장몰(K전략품목ㆍ시범구매ㆍ상생협력 한정) 공고,중소기업,중소벤처기업부,유관기관지원사업,2025-07-15 ~ 2025-12-31,2025-07-24T09:44:57,"['내수', '경영', '기타', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '한국중소벤처기업유통원', '동반성장몰', '2025', '판매', '중기업', '홍보지원', '판로지원', '중소벤처기업부', '소기업', '소상공인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112702,
[충남] 2025년 공영홈쇼핑 혁신기업제품 코칭 상담회 참여기업 모집 공고,중소기업,충청남도,유관기관지원사업,2025-07-18 ~ 2025-08-10,2025-07-24T09:39:32,"['금융', '내수', '경영', '충남', '방송수수료', '제품상담', '교육지원', '2025', '혁신기업', '코칭', '중기업', '지방중소벤처기업청', '공영홈쇼핑', '설명회', '충청남도', '소기업', '마케팅', '소상공인', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112688,
[세종] 2025년 IP(지식재산) 디딤돌프로그램 지원사업(창업자 후속지원) 모집 공고,창업벤처,세종특별자치시,유관기관지원사업,2025-07-23 ~ 2025-08-31,2025-07-24T09:22:10,"['금융', '기술', '창업', '세종', '특허망', '신규브랜드개발', '2025', 'PCT', '후속지원', '프로그램', '세종지식재산센터', '디딤돌', '제품디자인', '포장디자인', '권리화', '창업기업', 'IP', '지식재산', '세종특별자치시']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112684,
2025년 전력기자재 금융지원사업 모집 공고,중소기업,산업통상자원부,유관기관지원사업,2025-07-23 ~ 2025-08-18,2025-07-23T13:51:55,"['금융', '수출', '내수', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '금융지원사업', '전력기자재', '대한전기협회', '저금리', '2025', '해외시장진출', '수출확대', '금융지원', '산업통상자원부', '중견기업', '중소기업']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112654,
[경남] 2025년 메타버스지원센터 전시회 참가 지원 기업 추가 모집 공고,중소기업,경상남도,유관기관지원사업,2025-07-23 ~ 2025-10-31,2025-07-23T13:21:24,"['수출', '내수', '경남', '경남메타버스지원센터', 'XR', '경남테크노파크', '정보통신산업진흥원', '경상남도', '과학기술정보통신부', '전시회', '메타버스', '2025', '항공료', '참가비', '부스임차', '장치비', '통역', '운송비']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112648,
[경기] 광명시 2025년 광명상생플랫폼 구축 지원사업 참여기업 모집 공고(중소기업ㆍ소상공인 맞춤형 온라인 마케팅 지원),중소기업,경기도,유관기관지원사업,2025-07-22 ~ 2025-08-27,2025-07-23T13:15:53,"['금융', '내수', '경영', '경기', '광명상생플랫폼', '2025', '매출증대', '시장경쟁력', '자생력', '맞춤형', '광명시', '상세페이지', '경기테크노파크', '제품홍보', '경기도', '제작', '마케팅', '소상공인', '중소기업', '온라인']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112646,
2025년 린 스타트업ㆍ합마켓 참가팀 모집 공고,창업벤처,강원특별자치도,유관기관지원사업,2025-07-17 ~ 2025-08-17,2025-07-23T10:33:58,"['금융', '기술', '창업', '경영', '서울', '부산', '대구', '인천', '광주', '대전', '울산', '세종', '경기', '강원', '충북', '충남', '전북', '전남', '경북', '경남', '제주', '투자연계마켓', '합마켓', '실전형콘텐츠', '고도화교육', '린스타트업', '강원특별자치도', '공연콘텐츠', '2025', '시장진출', '춘천시공연예술창업지원센터']",https://www.sbiz24.kr/#/extldPbanc/PBLN_000000000112636,
